Initial mass [Msol]	Age [Gyr]	Evolutionary stage	Spectral type	Radii [Rsol]	Temperature	Luminosity [Lsol]	Remnant age [Gyr]	Final mass [Msol]
0.36144788339029715	5.663325382284927	Main sequence	M2V	0.3078184061072188	3540.857512244923	0.013418891797571275	-	0.36144788339029715
0.07105717343728596	8.865787118150688	Main sequence	T6	0.1121450619630047	1027.700967476631	0.0004955196458538809	-	0.07105717343728596
0.23211625327496657	3.239069395717787	Main sequence	M3V	0.21147402179816516	3412.7995653451558	0.005465763787142049	-	0.23211625327496657
0.05211340833101944	4.748534249286677	Main sequence	T6	0.10196758689533046	973.5523959815217	0.0002642247777026448	-	0.05211340833101944
0.022552898114661088	4.82893826986417	Main sequence	T9.5	0.08671937454070448	484.3706595496592	4.8338634930936946e-05	-	0.022552898114661088
0.1918786808628164	4.729016657029698	Main sequence	M3V	0.1845120178141106	3317.4837206379743	0.0037151657682602296	-	0.1918786808628164
0.7106215855411813	3.1117850047354727	Main sequence	K4V	0.6417039415794952	4598.137063770388	0.1658405553116599	-	0.7106215855411813
0.025182651804721356	8.500487288786074	Main sequence	Y0	0.08804461179576768	441.79268774872645	6.04552139043987e-05	-	0.025182651804721356
0.006820472553752234	4.140976495400532	Main sequence	Y5	0.07891873145940773	189.35234198088648	4.27538999187451e-06	-	0.006820472553752234
0.6568648870846493	6.593710491545165	Main sequence	K5V	0.5832891019184056	4408.184581586971	0.11574453314316699	-	0.6568648870846493
0.47835126052019944	5.430878272079026	Main sequence	M1V	0.40761429682101724	3669.886298323338	0.027152069129727698	-	0.47835126052019944
0.2882991896822876	3.4690133126230043	Main sequence	M2V	0.2515124042658436	3492.9107666757554	0.008483253779354744	-	0.2882991896822876
0.09143357759654215	6.275069173502648	Main sequence	M6V	0.12344597487887576	2785.2790343109978	0.0008262707636299984	-	0.09143357759654215
0.02736126376812319	3.914678358434902	Main sequence	T8	0.08914712612864527	608.3107352136554	7.153393535188756e-05	-	0.02736126376812319
0.1179885468069483	7.007009697419733	Main sequence	M5V	0.13872383274629416	2990.0182966339416	0.0013857702076616732	-	0.1179885468069483
0.03470224759178137	4.774245539633748	Main sequence	T8	0.09289298018061774	694.3173425691344	0.00011583644509741656	-	0.03470224759178137
0.07611753964690872	7.015534079590029	Main sequence	T4	0.11491735973953722	1173.5770724291601	0.0005697063458342975	-	0.07611753964690872
0.18036324573998974	5.387990325949529	Main sequence	M3V	0.17705900109952366	3281.9701962742447	0.003276938036066645	-	0.18036324573998974
0.020980572718232334	5.596447405080269	Main sequence	Y0	0.08592993458978582	434.97743424049423	4.174895063260817e-05	-	0.020980572718232334
0.13940444892066395	4.388516234006531	Main sequence	M4V	0.15149863709571051	3113.654862482455	0.0019435378983977498	-	0.13940444892066395
0.24906898736877536	8.621788579624393	Main sequence	M3V	0.22326162584175882	3442.3387368652166	0.006305742913140037	-	0.24906898736877536
0.012233207464973238	5.1053753381423475	Main sequence	Y3	0.08157787668703638	286.84171399360446	1.3980793196429947e-05	-	0.012233207464973238
0.08864592436101634	4.036613378135364	Main sequence	M6V	0.12187827170128585	2759.474815544904	0.0007759826152920433	-	0.08864592436101634
0.025115288834086386	4.903102522890105	Main sequence	T9	0.0880105887083443	526.8460043454282	6.012770436111577e-05	-	0.025115288834086386
0.1915777841381103	1.3510280528270142	Main sequence	M3V	0.1843157816053653	3316.609254170281	0.003703360205592743	-	0.1915777841381103
0.0316236298231937	3.4880574453180895	Main sequence	T8	0.0913162725011985	711.803318992304	9.594531286710531e-05	-	0.0316236298231937
0.295926869271682	5.196577933261522	Main sequence	M2V	0.2571631232039063	3500.3601039857917	0.008944621389718417	-	0.295926869271682
0.29382458447258764	3.4349826007871624	Main sequence	M2V	0.25560058490252374	3498.3748406159	0.008816226291354642	-	0.29382458447258764
0.37151721779567876	4.964325756344317	Main sequence	M2V	0.31593923005049923	3544.08499113571	0.01418787331528962	-	0.37151721779567876
0.0036156170556920857	4.058588045540296	Main sequence	Y7	0.07735645807101635	112.7588893935639	1.1803042222878402e-06	-	0.0036156170556920857
0.2548807516420495	2.6170795272527654	Main sequence	M3V	0.2273610872648967	3451.2895032720467	0.006607718233037707	-	0.2548807516420495
0.5180287697992692	3.472909261591545	Main sequence	M0V	0.44422857652284065	3850.6125221443754	0.039086423988511365	-	0.5180287697992692
0.42676318905487604	4.717630962332719	Main sequence	M2V	0.36208781704881826	3551.6029552441455	0.018793996353506277	-	0.42676318905487604
0.5150062850538938	4.8229618785921735	Main sequence	M0V	0.44139052015859936	3837.2208932285703	0.03805457562818954	-	0.5150062850538938
0.05175724571221518	4.739366522704612	Main sequence	T6	0.101779274762115	968.6529039013764	0.00026057545606556024	-	0.05175724571221518
0.048710386638307006	5.156944513498385	Main sequence	T6	0.10017290178775769	896.3864878570527	0.0002304074713660281	-	0.048710386638307006
0.16892874630839416	5.150753512490482	Main sequence	M4V	0.16977423490319105	3242.1745608986175	0.0028693453184352458	-	0.16892874630839416
0.044115421675693114	4.070450306246758	Main sequence	T6	0.09776583632140363	891.6605396327918	0.000188464432773319	-	0.044115421675693114
0.3161282538600876	7.228934322588891	Main sequence	M2V	0.2723768866171381	3516.9982657927394	0.01022640051434492	-	0.3161282538600876
0.017824372608689684	3.7857931106657516	Main sequence	Y0	0.08435184546064281	431.4330115679269	2.999555511245503e-05	-	0.017824372608689684
0.30000562980737777	4.090377330776626	Main sequence	M2V	0.2602058227872935	3504.0692721256673	0.009196412277754815	-	0.30000562980737777
0.08199930396988843	7.159295493396264	Main sequence	M7V	0.11816807319007436	2693.8800716023975	0.0006625322399767421	-	0.08199930396988843
1.4505466419025619	6.207655284384558	White dwarf	G8V	0.01269224763375661	5430.660073353796	0.00012623542010671633	1.8669186146011443	0.6050437313522049
0.3077503834221613	5.45846025510261	Main sequence	M2V	0.2660237342748757	3510.6139903776525	0.009684267258647107	-	0.3077503834221613
0.060254999871228274	2.3680144766265823	Main sequence	L9	0.10630279860128158	1375.311798894197	0.0003546712505497648	-	0.060254999871228274
0.02160007331860189	7.628653961350552	Main sequence	Y1	0.08624071551100596	403.0220062517963	4.428689137066523e-05	-	0.02160007331860189
0.09329885069430471	5.524390456182056	Main sequence	M6V	0.12449878767084334	2802.0204477487264	0.0008608136084073821	-	0.09329885069430471
0.9197305612946799	11.407050110999398	Main sequence	G9V	0.8932026457826014	5394.203318452121	0.6085593332208399	-	0.9197305612946799
9.725241764763387	2.7051754820989324	Neutron star	-	0	0	0.0	-	-
0.7970505841591587	6.840837382356499	Main sequence	K3V	0.7409718642908677	4822.076324916635	0.26744435413255696	-	0.7970505841591587
2.8871844726094347	2.7834368301543266	White dwarf	G1V	0.011201522911280355	5894.849295951495	0.00013650188476035065	2.006820798108457	0.7239034963779643
0.028287779831979967	4.951297614832484	Main sequence	T9	0.0896172716503878	579.4696672472188	7.653189984791519e-05	-	0.028287779831979967
0.17945388044670108	2.539564116118793	Main sequence	M3V	0.1764754306802437	3278.9783719633774	0.0032435185609034282	-	0.17945388044670108
0.05293268102821567	6.6108055302822635	Main sequence	T7	0.10240118216959773	885.9406977917197	0.0002727169001946786	-	0.05293268102821567
0.2649422964338506	6.2174890523608655	Main sequence	M3V	0.23452874611328403	3465.5027422524145	0.0071474451120661555	-	0.2649422964338506
0.10145141859066113	4.7133371602915535	Main sequence	M6V	0.12913638757181842	2870.6162082846586	0.0010202144624256258	-	0.10145141859066113
0.37758333651995246	3.96222795375737	Main sequence	M2V	0.32087471500881004	3545.7191430285015	0.014661621326087827	-	0.37758333651995246
0.6700583649559141	2.0966812871270024	Main sequence	K5V	0.5973895301066945	4455.993173337528	0.12676138021297537	-	0.6700583649559141
0.012084971831680889	5.418148822709376	Main sequence	Y3	0.08150470755415595	278.54595686269766	1.3639365355787475e-05	-	0.012084971831680889
0.12738572927448308	4.169912598174144	Main sequence	M5V	0.1442794804883672	3048.0390719758307	0.0016187692174080015	-	0.12738572927448308
0.8657701107476424	5.5753050847985035	Main sequence	K1V	0.8246070932771634	5147.292091016856	0.43003426902706676	-	0.8657701107476424
0.02602118568289814	6.8196798859864085	Main sequence	T9.5	0.08846846639497058	487.5098309654547	6.460755735823481e-05	-	0.02602118568289814
0.09913625654190325	9.480261981099522	Main sequence	M6V	0.1278134372255563	2851.8600449765117	0.0009735528705296164	-	0.09913625654190325
0.2518078745777631	6.696477415427428	Main sequence	M3V	0.22518984679342013	3446.627243433957	0.006447161587611587	-	0.2518078745777631
0.5849975113245435	1.1184486008348755	Main sequence	K7V	0.5091805267949039	4132.831800653265	0.06814408629464223	-	0.5849975113245435
0.002454082726543958	3.7519512344919987	Main sequence	Y7	0.07679248335752333	83.9511120241231	5.378922596487818e-07	-	0.002454082726543958
0.23433387668909847	5.62808748986985	Main sequence	M3V	0.21300155558343972	3416.973235322173	0.005572185127643574	-	0.23433387668909847
0.048967204712477674	2.836311074089143	Main sequence	T5	0.1003079857091106	1092.714879737758	0.00023287773846754177	-	0.048967204712477674
0.17432843129254236	4.4808417989890215	Main sequence	M4V	0.17319991395792153	3261.567966895103	0.0030584033063143974	-	0.17432843129254236
0.1874760111282437	1.9365171784161124	Main sequence	M3V	0.18164869648215407	3304.4098632854502	0.003544327863365984	-	0.1874760111282437
0.23466499652937436	2.9921999824857606	Main sequence	M3V	0.21323000874866513	3417.5880544377715	0.005588164471036398	-	0.23466499652937436
0.07562451428932158	1.3334119724098843	Main sequence	L2	0.11464626387229858	1999.000640559231	0.0005622477801460471	-	0.07562451428932158
0.05679018874542906	6.101460019793338	Main sequence	T6	0.10445071108325733	963.7200657619463	0.0003145330432183858	-	0.05679018874542906
0.16597433303864223	3.1160517313636302	Main sequence	M4V	0.16791078772904044	3231.0823987185518	0.0027684903264362497	-	0.16597433303864223
0.03933909546543701	3.686499969871675	Main sequence	T7	0.09528352817457389	837.4987273366361	0.00014938390982775676	-	0.03933909546543701
0.10787473596641903	7.8102372921912995	Main sequence	M6V	0.1328316395372156	2919.887540708553	0.001155476838220016	-	0.10787473596641903
0.15792553268460663	5.461768897874372	Main sequence	M4V	0.1628732436619098	3199.0206929377705	0.0025030029802550315	-	0.15792553268460663
0.040337129929270854	1.6173262272568474	Main sequence	T5	0.09580055247018997	1116.6447080779167	0.00015717002703548443	-	0.040337129929270854
0.0737497774077663	2.7963123694949976	Main sequence	L6	0.11361737739190575	1540.2519338587617	0.0005343412815326506	-	0.0737497774077663
0.2673261579479028	4.982782212768252	Main sequence	M3V	0.23624006450181592	3468.6447495996313	0.007278469629074102	-	0.2673261579479028
0.06178369284182959	4.753904561674586	Main sequence	T5	0.10712331984914354	1120.3036471028965	0.00037315751616136034	-	0.06178369284182959
0.037633359054714655	3.1858534733641957	Main sequence	T7	0.09440192048571261	846.4496180388708	0.00013654066435123702	-	0.037633359054714655
0.4305393272044256	7.954703764012395	Main sequence	M2V	0.3653405432510302	3551.584476065823	0.01913277722684319	-	0.4305393272044256
0.011862420360538268	4.942870249358039	Main sequence	Y3	0.08139489254643212	282.57873521713594	1.3134800239583095e-05	-	0.011862420360538268
0.00443077849431121	4.550239105586247	Main sequence	Y6	0.07775296534912078	128.55332660658786	1.7826312654294636e-06	-	0.00443077849431121
0.014687640792784656	4.8180478382641345	Main sequence	Y2	0.08279220592204153	339.99029030859816	2.025716859306736e-05	-	0.014687640792784656
0.0595715437472418	5.628971377774337	Main sequence	T6	0.10593662318551306	1029.1188607603717	0.00034656028905991033	-	0.0595715437472418
0.03792208397759507	3.535528570324219	Main sequence	T7	0.09455096695138235	823.5539413303021	0.00013867346673380023	-	0.03792208397759507
0.10288353630731324	3.922314376517914	Main sequence	M6V	0.1299571104295162	2881.946538252047	0.001049632940126781	-	0.10288353630731324
0.12599367480800616	3.043894764899446	Main sequence	M5V	0.143451572682628	3039.840075690962	0.0015830959973229435	-	0.12599367480800616
0.010371129755481332	2.9177594241296547	Main sequence	Y3	0.08066016388958565	299.95737226708576	1.000219381208979e-05	-	0.010371129755481332
0.017072575098439055	8.22978669069504	Main sequence	Y3	0.0839772465398465	323.72244634678844	2.748542371339431e-05	-	0.017072575098439055
0.011222239340512993	5.693228233813797	Main sequence	Y4	0.08107924775741232	257.82617046211226	1.1737112853178557e-05	-	0.011222239340512993
0.27351634941772934	4.338226322988557	Main sequence	M2V	0.24070729241912034	3476.4219651140274	0.007624337540159034	-	0.27351634941772934
0.14003544748373514	3.1336466972330212	Main sequence	M4V	0.15188117658716932	3116.8597569882854	0.001961420141026413	-	0.14003544748373514
0.009602113131776023	3.266204931846797	Main sequence	Y4	0.08028205246236846	271.34055029353084	8.555391894291468e-06	-	0.009602113131776023
0.6259617470717629	1.979023794097657	Main sequence	K4V	0.5508632948593941	4292.979269158654	0.0928573989090203	-	0.6259617470717629
0.10419311918319059	4.083883718135847	Main sequence	M6V	0.1307091959214032	2892.1306095643386	0.0010769054432443388	-	0.10419311918319059
0.04341534492625328	3.534848372670368	Main sequence	T6	0.0974007389035827	921.0988724170209	0.00018244859473661433	-	0.04341534492625328
0.008046350401201737	5.411435943396118	Main sequence	Y5	0.07951870928101692	199.06022069067237	5.977982685504811e-06	-	0.008046350401201737
0.038872541672774666	3.8311983054429612	Main sequence	T7	0.09504213517192699	818.9958530816739	0.00014581287662076683	-	0.038872541672774666
0.06382668902878925	2.8813081546129737	Main sequence	L9	0.1082231136033987	1353.5592277323233	0.0003986067945966829	-	0.06382668902878925
0.6830853215970589	1.4794446692277639	Main sequence	K5V	0.611462805269784	4502.42440339068	0.13842657889684604	-	0.6830853215970589
0.040364742621200704	2.077421559639688	Main sequence	T6	0.09581486952347452	1030.2277447050346	0.00015738829711968552	-	0.040364742621200704
7.8689555404353255	5.308691101277388	White dwarf	A6V	0.004178520450310769	8002.040971019264	6.449734313891233e-05	5.245362491208753	1.31297824282658
0.18774342580303666	4.1706086762133	Main sequence	M3V	0.18182212409474252	3305.221272626783	0.0035545881541436965	-	0.18774342580303666
0.03301629050337079	4.55477203595365	Main sequence	T8	0.09202848406574869	676.5384840710409	0.00010470826080632001	-	0.03301629050337079
0.09866903274426723	7.230854768391864	Main sequence	M6V	0.12754702606697774	2848.007400613102	0.0009642703345035774	-	0.09866903274426723
0.1140865404520689	10.239005745649154	Main sequence	M5V	0.13643986535538088	2963.969877525135	0.0012944085864504153	-	0.1140865404520689
0.6207512454366287	3.080281810398253	Main sequence	K4V	0.545479143326228	4273.092772794737	0.08937566068609294	-	0.6207512454366287
0.04441903340173191	5.213245712122058	Main sequence	T7	0.09792430759157694	827.6448320471603	0.00019110416055963844	-	0.04441903340173191
